method,annualised_return,annualised_volatility,sharpe,max_drawdown
min_variance,0.05700204628679306,0.12763893112794905,0.4465882453187619,-0.14967035411622776
max_sharpe,0.2517597620455394,0.24481778951671587,1.0283556703233347,-0.24171496661547975
