method,annualised_return,annualised_volatility,sharpe,max_drawdown
min_variance,0.11227977498827602,0.19979738267424618,0.5619681974079676,-0.19840005774586744
min_variance_sentiment,0.1105260596346136,0.1998070948794674,0.5531638388581139,-0.19840005774586744
max_sharpe,0.2948473766604991,0.28034218604036165,1.0517410198765058,-0.24996770873885188
max_sharpe_sentiment,0.2936554187569338,0.27989859072370316,1.0491493293969831,-0.2507752375834559
